ChIJPVdz8qrj9IgR02qGSGHB0tw,Basadena Realty Inc,33.626823,-84.481816,(404) 766-4804,4725 Kent Rd,College Park,30337,GA,United States
ChIJzSisorEC9YgRgftezI5w3PE,Van Thompson Group,33.684561,-84.43168,(404) 407-3200,1312 Jefferson Ave   ,East Point,30344,GA,United States
ChIJTRi5yVgd9YgR61YCqNhSYfQ,Bingham Realty Co Inc,33.6738204,-84.4537124,(404) 767-8111,1986 Washington Ave   ,East Point,30344,GA,United States
ChIJeQp9MqMC9YgRXAnmY0jlGng,ATEEL PROPERTIES LLC,33.6816284,-84.4205702,(404) 209-7474,963 Cleveland Ave   ,East Point,30344,GA,United States
ChIJdZisS6MC9YgRb1skfQgAbNE,Frank Middlebrooks Realty,33.6816845,-84.4213751,(404) 767-3711,989 Cleveland Ave   ,East Point,30344,GA,United States
ChIJI7x6fBPi9IgR6U4NmoGGqSk,Strong Property Solutions LLC,33.6580907,-84.5034114,(770) 765-2495,3645 Marketplace Blvd   ,East Point,30344,GA,United States
ChIJP-6cXBPi9IgRtAB81yHIu2s,Vip Real Estate Solutions,33.6580907,-84.5034114,(678) 680-2091,3645 Marketplace Blvd   ,East Point,30344,GA,United States
ChIJP-6cXBPi9IgRuued5m4yhHU,ION THREE  INC,33.6580907,-84.5034114,(404) 964-3551,3645 Marketplace Blvd   ,East Point,30344,GA,United States
ChIJP-6cXBPi9IgRe_E7i2G6Y9c,Excel Brokers Inc,33.6580907,-84.5034114,(404) 344-5059,3645 Marketplace Blvd   ,East Point,30344,GA,United States
ChIJj_oOyTEd9YgRo7qqEeWtefs,Visionary Homes  LLC,33.7041857,-84.4457087,(470) 219-8250,2357 Bayrose Cir   ,East Point,30344,GA,United States
